pair_id,same,different,same_percent,different_percent,lambda,jnd,target_delta_x,delta_d,floor_int
011.png|021.png,24,32,42.86,57.14,10.86423198864961,9.045066438837196,12.791655630369277,2.791655630369277,2
022.png|032.png,33,23,58.93,41.07,13.751374524624508,11.448770270232627,16.191006188656868,6.191006188656868,6
033.png|043.png,37,19,66.07,33.93,15.533205889878817,12.932242189680517,18.288952296539723,8.288952296539723,8
044.png|054.png,19,37,33.93,66.07,9.61862839384597,8.008033422308822,11.325069473766169,1.3250694737661686,1
055.png|065.png,15,41,26.79,73.21,8.713322384784911,7.2543167299562645,10.259153105254192,0.25915310525419244,0
066.png|076.png,28,28,50.0,50.0,12.011224087864498,10.0,14.142135623730951,4.142135623730951,4
077.png|087.png,26,30,46.43,53.57,11.416653005351247,9.504987103592567,13.442081672081972,3.4420816720819722,3
088.png|098.png,50,6,89.29,10.71,29.711328010996763,24.736303139174222,34.982415382392354,24.982415382392354,24
